trade_date,symbol,company_name,sector,open_price,high_price,low_price,close_price,volume,market_cap,exchange
2022-04-25,BNKX,Bankex Corp,Finance,-312.73,314.53,312.19,313.44,716118.0,11097109089,NSE
2022-04-26,BNKX,Bankex Corp,Finance,316.78,324.75,315.13,322.15,895216.0,44108403758,NSE
2022-04-27,BNKX,Bankex Corp,Finance,323.77,325.41,316.1,319.18,460572.0,34540327918,NSE
2022-04-28,BNKX,Bankex Corp,Finance,316.93,318.97,312.72,313.26,596025.0,13750848419,NSE
2022-04-29,BNKX,Bankex Corp,Finance,314.36,316.51,311.71,315.73,827356.0,6725373847,NSE
2022-05-02,BNKX,Bankex Corp,Finance,317.82,322.96,317.73,322.5,151685.0,38267742170,NSE
2022-05-03,BNKX,Bankex Corp,Finance,319.44,322.64,319.31,321.49,,23481480307,NSE
2022-05-04,BNKX,Bankex Corp,Finance,323.74,324.87,320.37,322.41,202988.0,14569004229,NSE
2022-05-05,BNKX,Bankex Corp,Finance,322.36,322.81,320.92,321.66,436454.0,45444730901,NSE
2022-05-06,BNKX,Bankex Corp,Finance,321.4,325.58,318.19,324.7,526949.0,38247104767,NSE
2022-05-09,BNKX,Bankex Corp,Finance,328.2,336.31,326.82,333.73,640299.0,16989359961,NSE
2022-05-10,BNKX,Bankex Corp,Finance,332.72,334.37,332.25,333.78,649753.0,47431410388,NSE
2022-05-11,BNKX,Bankex Corp,Finance,332.21,334.04,327.78,,160426.0,6071552532,NSE
2022-05-12,BNKX,Bankex Corp,Finance,333.64,335.01,327.8,330.78,387286.0,41353541473,NSE
2022-05-13,BNKX,Bankex Corp,Finance,329.62,331.58,328.68,330.58,353690.0,36664503629,NSE
2022-05-16,BNKX,Bankex Corp,Finance,330.73,334.66,328.25,333.7,715388.0,28842796793,NSE
2022-05-17,BNKX,Bankex Corp,Finance,335.44,340.51,335.36,338.99,822312.0,22568099547,NSE
2022-05-18,BNKX,Bankex Corp,Finance,340.35,342.5,334.79,,324729.0,21566166427,NSE
2022-05-19,BNKX,Bankex Corp,Finance,337.41,338.02,330.45,331.89,529399.0,7204526134,NSE
2022-05-20,BNKX,Bankex Corp,Finance,331.43,339.92,330.04,337.24,597126.0,17504863615,NSE
2022-05-23,BNKX,Bankex Corp,Finance,336.03,346.89,334.5,342.91,,44738714354,NSE
2022-05-24,BNKX,Bankex Corp,Finance,341.81,346.02,341.72,345.25,773962.0,31952545675,NSE
2022-05-25,BNKX,Bankex Corp,Finance,345.3,345.33,336.24,337.62,328808.0,24184321919,NSE
2022-05-26,BNKX,Bankex Corp,Finance,336.63,344.92,335.01,342.41,207282.0,39391295960,NSE
2022-05-27,BNKX,Bankex Corp,Finance,341.85,343.43,340.05,340.73,688730.0,46435018899,NSE
2022-05-30,BNKX,Bankex Corp,Finance,341.87,346.41,340.65,345.74,166938.0,49137159478,NSE
2022-05-31,BNKX,Bankex Corp,Finance,343.57,349.47,337.78,340.27,783112.0,19168199955,NSE
2022-06-01,BNKX,Bankex Corp,Finance,337.57,338.53,331.19,332.28,729180.0,49685262495,NSE
2022-06-02,BNKX,Bankex Corp,Finance,333.38,333.63,331.7,332.36,,23449481439,NSE
2022-06-03,BNKX,Bankex Corp,Finance,332.53,332.99,321.95,323.65,711344.0,27290515898,NSE
2022-06-06,BNKX,Bankex Corp,Finance,324.0,336.68,323.38,335.94,598844.0,29360489606,NSE
2022-06-07,BNKX,Bankex Corp,Finance,337.79,340.56,336.57,339.72,685365.0,22957841770,NSE
2022-06-08,BNKX,Bankex Corp,Finance,343.83,344.78,337.46,339.31,686187.0,49391203402,NSE
2022-06-09,BNKX,Bankex Corp,Finance,340.42,341.25,336.15,336.74,422002.0,30283800540,NSE
2022-06-10,BNKX,Bankex Corp,Finance,338.7,344.86,338.59,342.37,223502.0,7020939193,NSE
2022-06-13,BNKX,Bankex Corp,Finance,340.95,341.38,335.3,335.92,174675.0,40195297646,NSE
2022-06-14,BNKX,Bankex Corp,Finance,340.77,345.26,339.64,342.5,533174.0,17258866473,NSE
2022-06-15,BNKX,Bankex Corp,Finance,344.54,356.07,340.79,352.9,697062.0,39302397370,NSE
2022-06-16,BNKX,Bankex Corp,Finance,356.64,359.94,355.57,358.2,184736.0,28568980271,NSE
2022-06-17,BNKX,Bankex Corp,Finance,352.93,353.6,351.08,352.94,104942.0,24121423020,NSE
2022-06-20,BNKX,Bankex Corp,Finance,350.91,353.11,350.4,351.26,266131.0,13968069304,NSE
2022-06-21,BNKX,Bankex Corp,Finance,349.47,351.46,346.53,347.83,600590.0,6646331504,NSE
2022-06-22,BNKX,Bankex Corp,Finance,349.55,349.63,345.71,,114760.0,30305974760,NSE
2022-06-23,BNKX,Bankex Corp,Finance,347.23,352.48,344.81,347.03,,47967384677,NSE
2022-06-24,BNKX,Bankex Corp,Finance,349.96,354.51,346.44,353.95,427252.0,9848720895,NSE
2022-06-27,BNKX,Bankex Corp,Finance,354.69,356.36,352.25,356.25,147939.0,36313866943,NSE
2022-06-28,BNKX,Bankex Corp,Finance,358.44,361.08,355.53,355.94,820141.0,17865456062,NSE
2022-06-29,BNKX,Bankex Corp,Finance,354.34,356.81,353.17,354.09,297579.0,34257352953,NSE
2022-06-30,BNKX,Bankex Corp,Finance,354.0,355.93,349.51,,321449.0,8152835101,NSE
2022-07-01,BNKX,Bankex Corp,Finance,352.87,356.12,351.89,353.72,782141.0,8402160254,NSE
2022-07-04,BNKX,Bankex Corp,Finance,349.96,353.71,347.58,352.44,753404.0,43863385067,NSE
2022-07-05,BNKX,Bankex Corp,Finance,351.19,352.4,346.05,350.46,120700.0,31267117310,NSE
2022-07-06,BNKX,Bankex Corp,Finance,352.25,358.65,349.97,357.35,835962.0,18542577776,NSE
2022-07-07,BNKX,Bankex Corp,Finance,356.95,358.14,355.58,356.92,793805.0,48383378101,NSE
2022-07-08,BNKX,Bankex Corp,Finance,355.45,356.69,352.54,355.78,539170.0,39810341583,NSE
2022-07-11,BNKX,Bankex Corp,Finance,357.19,360.51,354.37,360.35,211425.0,20022674886,NSE
2022-07-12,BNKX,Bankex Corp,Finance,361.17,363.97,356.32,357.72,311469.0,23939758797,NSE
2022-07-13,BNKX,Bankex Corp,Finance,356.83,357.43,353.99,354.92,821634.0,39072509614,NSE
2022-07-14,BNKX,Bankex Corp,Finance,-355.31,359.96,353.17,356.56,215795.0,47242000489,NSE
2022-07-15,BNKX,Bankex Corp,Finance,356.94,362.77,356.14,360.7,636561.0,12402703627,NSE
2022-07-18,BNKX,Bankex Corp,Finance,364.32,366.02,362.15,363.45,410401.0,36199179421,NSE
2022-07-19,BNKX,Bankex Corp,Finance,361.27,362.01,355.32,,404681.0,29381526596,NSE
2022-07-20,BNKX,Bankex Corp,Finance,363.48,368.91,360.44,367.09,148118.0,48544072566,NSE
2022-07-21,BNKX,Bankex Corp,Finance,368.11,373.55,366.4,372.23,752011.0,12443470159,NSE
2022-07-22,BNKX,Bankex Corp,Finance,370.05,373.95,368.94,373.61,519692.0,39197860744,NSE
2022-07-25,BNKX,Bankex Corp,Finance,371.26,372.45,365.78,367.68,542226.0,17012635078,NSE
2022-07-26,BNKX,Bankex Corp,Finance,368.61,370.3,360.67,363.14,267138.0,31215248188,NSE
2022-07-27,BNKX,Bankex Corp,Finance,364.24,368.14,363.08,366.74,559447.0,44433213828,NSE
2022-07-28,BNKX,Bankex Corp,Finance,367.27,369.28,361.18,365.11,,35625931434,NSE
2022-07-29,BNKX,Bankex Corp,Finance,365.81,366.0,359.02,359.55,148205.0,22451895425,NSE
2022-08-01,BNKX,Bankex Corp,Finance,-360.91,361.57,358.24,359.7,650311.0,20311610913,NSE
2022-08-02,BNKX,Bankex Corp,Finance,360.37,362.57,357.3,361.63,648513.0,11950283660,NSE
2022-08-03,BNKX,Bankex Corp,Finance,363.15,367.63,362.66,365.6,795951.0,15242967076,NSE
2022-08-04,BNKX,Bankex Corp,Finance,365.52,366.19,362.12,364.98,157216.0,47999687273,NSE
2022-08-05,BNKX,Bankex Corp,Finance,367.15,368.39,359.24,361.9,619920.0,17324046314,NSE
2022-08-08,BNKX,Bankex Corp,Finance,362.67,371.06,360.62,367.03,391668.0,39575993032,NSE
2022-08-09,BNKX,Bankex Corp,Finance,367.53,372.0,367.48,371.71,346415.0,35403345904,NSE
2022-08-10,BNKX,Bankex Corp,Finance,371.01,378.9,367.95,377.26,622669.0,28394979451,NSE
2022-08-11,BNKX,Bankex Corp,Finance,378.26,379.0,368.47,372.67,207629.0,32502563914,NSE
2022-08-12,BNKX,Bankex Corp,Finance,373.92,378.64,373.67,,733553.0,47791494682,NSE
2022-08-15,BNKX,Bankex Corp,Finance,376.57,378.69,371.59,374.55,786393.0,37948731542,NSE
2022-08-16,BNKX,Bankex Corp,Finance,378.48,380.51,375.79,378.49,333746.0,38691086864,NSE
2022-08-17,BNKX,Bankex Corp,Finance,377.01,379.47,371.7,375.07,851470.0,29297348139,NSE
2022-08-18,BNKX,Bankex Corp,Finance,376.19,380.17,371.61,372.67,332518.0,26484272313,NSE
2022-08-19,BNKX,Bankex Corp,Finance,372.0,376.48,370.29,373.37,674295.0,28716745353,NSE
2022-08-22,BNKX,Bankex Corp,Finance,374.2,376.14,373.08,376.05,247271.0,11052514125,NSE
2022-08-23,BNKX,Bankex Corp,Finance,370.99,371.48,367.51,369.81,511981.0,35990720954,NSE
2022-08-24,BNKX,Bankex Corp,Finance,370.58,374.09,366.62,369.76,893928.0,6780136605,NSE
2022-08-25,BNKX,Bankex Corp,Finance,368.83,368.98,367.32,368.23,572388.0,49914138937,NSE
2022-08-26,BNKX,Bankex Corp,Finance,368.62,370.88,364.34,365.58,104548.0,39568351825,NSE
2022-08-29,BNKX,Bankex Corp,Finance,366.84,368.63,362.36,363.63,633025.0,17499134312,NSE
2022-08-30,BNKX,Bankex Corp,Finance,364.13,367.48,363.22,367.41,208584.0,49613567234,NSE
2022-08-31,BNKX,Bankex Corp,Finance,366.38,366.79,364.1,365.6,503348.0,23246046676,NSE
2022-09-01,BNKX,Bankex Corp,Finance,365.24,366.22,358.48,359.05,239850.0,31363282389,NSE
2022-09-02,BNKX,Bankex Corp,Finance,358.54,358.66,356.61,357.57,835570.0,18818381066,NSE
2022-09-05,BNKX,Bankex Corp,Finance,359.32,361.72,354.64,356.72,805034.0,40123438098,NSE
2022-09-06,BNKX,Bankex Corp,Finance,355.74,357.28,351.74,354.34,897730.0,40872588220,NSE
2022-09-07,BNKX,Bankex Corp,Finance,353.42,355.34,352.31,354.15,537757.0,24472964273,NSE
2022-09-08,BNKX,Bankex Corp,Finance,353.32,353.39,347.92,349.62,,5457287198,NSE
2022-09-09,BNKX,Bankex Corp,Finance,350.76,351.48,343.02,343.62,379947.0,49180677372,NSE
2022-09-12,BNKX,Bankex Corp,Finance,343.99,355.46,341.98,354.76,409477.0,7324316421,NSE
2022-09-13,BNKX,Bankex Corp,Finance,354.57,354.73,345.8,347.46,808340.0,42535834392,NSE
2022-09-14,BNKX,Bankex Corp,Finance,349.3,349.53,345.83,347.1,349136.0,25169718332,NSE
2022-09-15,BNKX,Bankex Corp,Finance,350.57,354.24,347.66,349.29,536801.0,7371357111,NSE
2022-09-16,BNKX,Bankex Corp,Finance,350.25,352.52,346.4,,564586.0,21449653814,NSE
2022-09-19,BNKX,Bankex Corp,Finance,348.73,352.21,345.92,352.11,891787.0,41886834162,NSE
2022-09-20,BNKX,Bankex Corp,Finance,352.01,361.32,351.88,358.82,302897.0,36328254766,NSE
2022-09-21,BNKX,Bankex Corp,Finance,360.73,364.14,357.41,359.26,282237.0,42516880729,NSE
2022-09-22,BNKX,Bankex Corp,Finance,362.39,362.87,360.69,361.29,377075.0,14148566093,NSE
2022-09-23,BNKX,Bankex Corp,Finance,365.1,376.04,364.78,371.6,844163.0,17616442612,NSE
2022-09-26,BNKX,Bankex Corp,Finance,372.19,375.15,363.79,,755744.0,25022666015,NSE
2022-09-27,BNKX,Bankex Corp,Finance,372.04,373.21,365.97,367.65,842057.0,40724932396,NSE
2022-09-28,BNKX,Bankex Corp,Finance,366.43,367.53,362.61,364.28,629678.0,31454294826,NSE
2022-09-29,BNKX,Bankex Corp,Finance,362.07,365.38,361.04,362.95,323717.0,29323836380,NSE
2022-09-30,BNKX,Bankex Corp,Finance,361.51,363.87,360.2,360.59,748314.0,37343246493,NSE
2022-10-03,BNKX,Bankex Corp,Finance,359.53,363.67,358.16,361.46,109231.0,48442399982,NSE
2022-10-04,BNKX,Bankex Corp,Finance,362.28,363.96,359.28,361.05,751303.0,48120944444,NSE
2022-10-05,BNKX,Bankex Corp,Finance,362.12,368.31,361.2,367.03,218881.0,23837193716,NSE
2022-10-06,BNKX,Bankex Corp,Finance,362.86,362.92,358.7,360.52,493172.0,37249773817,NSE
2022-10-07,BNKX,Bankex Corp,Finance,358.65,359.23,355.6,355.98,435872.0,11502128225,NSE
2022-10-10,BNKX,Bankex Corp,Finance,351.5,352.72,342.1,343.02,664107.0,7290101581,NSE
2022-10-11,BNKX,Bankex Corp,Finance,337.52,338.58,332.75,335.52,323530.0,18331264158,NSE
2022-10-12,BNKX,Bankex Corp,Finance,334.75,336.57,330.49,336.29,556379.0,13331167606,NSE
2022-10-13,BNKX,Bankex Corp,Finance,337.82,339.7,329.97,338.68,447828.0,9457687782,NSE
2022-10-14,BNKX,Bankex Corp,Finance,334.52,341.99,333.94,341.42,173863.0,31880688319,NSE
2022-10-17,BNKX,Bankex Corp,Finance,341.32,342.46,338.97,339.63,117711.0,49622570740,NSE
2022-10-18,BNKX,Bankex Corp,Finance,-336.59,340.43,334.33,339.6,166309.0,7515167269,NSE
2022-10-19,BNKX,Bankex Corp,Finance,338.69,344.79,337.98,343.72,211291.0,25125695609,NSE
2022-10-20,BNKX,Bankex Corp,Finance,342.26,346.66,338.56,345.29,499941.0,7837784389,NSE
2022-10-21,BNKX,Bankex Corp,Finance,344.94,347.81,342.35,347.62,509985.0,43008173242,NSE
2022-10-24,BNKX,Bankex Corp,Finance,346.18,349.55,346.05,349.16,864752.0,29257720197,NSE
2022-10-25,BNKX,Bankex Corp,Finance,-349.34,350.58,348.91,350.35,248241.0,5529290976,NSE
2022-10-26,BNKX,Bankex Corp,Finance,353.51,359.19,352.6,,189261.0,19193540437,NSE
2022-10-27,BNKX,Bankex Corp,Finance,348.57,354.15,345.63,352.39,532699.0,43016726274,NSE
2022-10-28,BNKX,Bankex Corp,Finance,351.19,354.47,349.48,350.27,365018.0,10129592054,NSE
2022-10-31,BNKX,Bankex Corp,Finance,352.26,353.54,350.01,350.4,887524.0,43630280395,NSE
2022-11-01,BNKX,Bankex Corp,Finance,351.04,351.21,340.47,346.45,170634.0,10371662427,NSE
2022-11-02,BNKX,Bankex Corp,Finance,346.08,348.49,338.0,339.56,474486.0,48500352808,NSE
2022-11-03,BNKX,Bankex Corp,Finance,340.49,348.47,337.0,346.57,302897.0,36429651267,NSE
2022-11-04,BNKX,Bankex Corp,Finance,348.44,350.71,345.28,347.49,712546.0,44309237031,NSE
2022-11-07,BNKX,Bankex Corp,Finance,345.84,346.9,341.3,343.41,276831.0,26495589272,NSE
2022-11-08,BNKX,Bankex Corp,Finance,345.86,346.56,343.68,344.82,557309.0,15133915219,NSE
2022-11-09,BNKX,Bankex Corp,Finance,341.18,346.08,341.04,342.26,566991.0,36376762436,NSE
2022-11-10,BNKX,Bankex Corp,Finance,339.52,349.29,339.31,347.47,394247.0,20198248740,NSE
2022-11-11,BNKX,Bankex Corp,Finance,350.0,351.09,346.21,346.61,179062.0,8831562592,NSE
2022-11-14,BNKX,Bankex Corp,Finance,347.14,353.7,346.56,352.23,707021.0,20419088564,NSE
2022-11-15,BNKX,Bankex Corp,Finance,348.92,349.17,344.89,345.08,665892.0,49977343971,NSE
2022-11-16,BNKX,Bankex Corp,Finance,342.82,355.5,341.62,352.47,718241.0,14839766466,NSE
2022-11-17,BNKX,Bankex Corp,Finance,352.61,354.52,351.61,351.76,626560.0,47995163881,NSE
2022-11-18,BNKX,Bankex Corp,Finance,352.28,352.95,347.0,347.31,817395.0,15798134819,NSE
2022-11-21,BNKX,Bankex Corp,Finance,343.5,344.32,336.28,340.05,791444.0,38208706341,NSE
2022-11-22,BNKX,Bankex Corp,Finance,341.17,342.14,332.73,335.83,343007.0,22449855812,NSE
2022-11-23,BNKX,Bankex Corp,Finance,337.99,338.18,333.45,336.11,478799.0,36731618290,NSE
2022-11-24,BNKX,Bankex Corp,Finance,333.53,334.7,325.87,327.94,,29260229065,NSE
2022-11-25,BNKX,Bankex Corp,Finance,324.9,325.81,312.47,313.58,386780.0,44785639571,NSE
2022-11-28,BNKX,Bankex Corp,Finance,315.98,316.8,311.82,314.12,483041.0,39694047754,NSE
2022-11-29,BNKX,Bankex Corp,Finance,310.38,310.77,307.93,308.83,525556.0,30201663039,NSE
2022-11-30,BNKX,Bankex Corp,Finance,307.81,312.93,306.49,307.95,626214.0,17378242829,NSE
2022-12-01,BNKX,Bankex Corp,Finance,308.86,308.97,304.03,304.93,394450.0,14498393632,NSE
2022-12-02,BNKX,Bankex Corp,Finance,304.24,306.85,303.83,304.92,224078.0,20724346203,NSE
2022-12-05,BNKX,Bankex Corp,Finance,306.14,307.94,305.69,306.77,808029.0,37121264315,NSE
2022-12-06,BNKX,Bankex Corp,Finance,308.2,310.52,299.33,300.0,123536.0,6046556006,NSE
2022-12-07,BNKX,Bankex Corp,Finance,300.85,308.38,299.43,305.64,637544.0,16047812514,NSE
2022-12-08,BNKX,Bankex Corp,Finance,305.06,308.53,300.22,,525151.0,18253188921,NSE
2022-12-09,BNKX,Bankex Corp,Finance,304.53,307.75,303.74,305.35,278852.0,45418935870,NSE
2022-12-12,BNKX,Bankex Corp,Finance,305.98,306.17,303.59,304.65,753484.0,42192908168,NSE
2022-12-13,BNKX,Bankex Corp,Finance,301.62,306.42,301.58,302.91,575497.0,46216796955,NSE
2022-12-14,BNKX,Bankex Corp,Finance,303.36,308.67,299.95,306.13,117367.0,40228818774,NSE
2022-12-15,BNKX,Bankex Corp,Finance,306.53,314.53,302.9,313.06,256826.0,11895617333,NSE
2022-12-16,BNKX,Bankex Corp,Finance,314.61,317.29,314.11,316.82,657244.0,9799696431,NSE
2022-12-19,BNKX,Bankex Corp,Finance,319.23,323.72,316.99,319.79,101258.0,33558232858,NSE
2022-12-20,BNKX,Bankex Corp,Finance,319.41,320.77,316.98,320.65,,33045348386,NSE
2022-12-21,BNKX,Bankex Corp,Finance,316.75,320.96,315.23,317.33,499755.0,45160168192,NSE
2022-12-22,BNKX,Bankex Corp,Finance,317.14,320.54,314.58,318.82,704106.0,31189494707,NSE
2022-12-23,BNKX,Bankex Corp,Finance,320.9,323.49,319.74,323.23,187889.0,44871326740,NSE
2022-12-26,BNKX,Bankex Corp,Finance,321.82,328.54,319.68,325.24,843596.0,43685260406,NSE
2022-12-27,BNKX,Bankex Corp,Finance,323.78,327.82,322.64,325.23,315397.0,32126591299,NSE
2022-12-28,BNKX,Bankex Corp,Finance,326.13,328.45,318.08,318.65,365953.0,33072356745,NSE
2022-12-29,BNKX,Bankex Corp,Finance,318.05,318.83,312.71,313.21,516760.0,21127481530,NSE
2022-12-30,BNKX,Bankex Corp,Finance,312.82,314.92,306.49,309.8,488196.0,41761028071,NSE
2023-01-02,BNKX,Bankex Corp,Finance,308.83,309.81,305.67,306.38,839764.0,36051631304,NSE
2023-01-03,BNKX,Bankex Corp,Finance,306.11,312.88,303.47,309.06,633036.0,46019412480,NSE
2023-01-04,BNKX,Bankex Corp,Finance,309.21,309.39,307.49,307.56,766764.0,35688951941,NSE
2023-01-05,BNKX,Bankex Corp,Finance,304.1,310.16,303.21,310.08,332542.0,10887692062,NSE
2023-01-06,BNKX,Bankex Corp,Finance,311.98,312.93,307.36,307.9,520106.0,24417570954,NSE
2023-01-09,BNKX,Bankex Corp,Finance,309.59,309.79,299.88,301.08,283785.0,37814801314,NSE
2023-01-10,BNKX,Bankex Corp,Finance,301.95,305.24,300.52,303.83,643323.0,19113290511,NSE
2023-01-11,BNKX,Bankex Corp,Finance,303.61,305.29,299.28,,342924.0,16232155478,NSE
2023-01-12,BNKX,Bankex Corp,Finance,298.01,300.09,293.25,296.51,265092.0,28190391124,NSE
2023-01-13,BNKX,Bankex Corp,Finance,294.04,297.13,293.41,294.48,116112.0,39746997763,NSE
2023-01-16,BNKX,Bankex Corp,Finance,293.26,296.01,291.88,295.09,465004.0,25682478928,NSE
2023-01-17,BNKX,Bankex Corp,Finance,292.78,293.56,285.46,285.77,523579.0,7469205576,NSE
2023-01-18,BNKX,Bankex Corp,Finance,285.58,287.47,282.7,283.92,175902.0,24340964315,NSE
2023-01-19,BNKX,Bankex Corp,Finance,281.28,286.39,279.78,284.39,370211.0,43122615262,NSE
2023-01-20,BNKX,Bankex Corp,Finance,281.45,283.4,278.41,279.45,495397.0,37483561812,NSE
2023-01-23,BNKX,Bankex Corp,Finance,281.4,285.7,280.74,283.49,581137.0,37992197908,NSE
2023-01-24,BNKX,Bankex Corp,Finance,281.93,289.65,280.14,287.25,370343.0,31059947129,NSE
2023-01-25,BNKX,Bankex Corp,Finance,289.04,297.18,287.61,296.36,341099.0,29911503503,NSE
2023-01-26,BNKX,Bankex Corp,Finance,300.92,303.99,294.69,298.45,834861.0,25754042375,NSE
2023-01-27,BNKX,Bankex Corp,Finance,299.88,300.62,291.47,292.34,458605.0,39686279673,NSE
2023-01-30,BNKX,Bankex Corp,Finance,292.71,294.86,290.16,294.42,701581.0,14745606289,NSE
2023-01-31,BNKX,Bankex Corp,Finance,292.51,294.06,288.14,289.8,623238.0,21050774893,NSE
2023-02-01,BNKX,Bankex Corp,Finance,291.6,295.78,289.25,293.41,340341.0,29131689933,NSE
2023-02-02,BNKX,Bankex Corp,Finance,296.74,304.31,293.18,302.84,808640.0,45770685124,NSE
2023-02-03,BNKX,Bankex Corp,Finance,299.52,300.99,295.98,,605719.0,45248982646,NSE
2023-02-06,BNKX,Bankex Corp,Finance,300.74,306.51,299.35,303.77,702427.0,25911202936,NSE
2023-02-07,BNKX,Bankex Corp,Finance,304.33,306.03,297.88,300.38,393880.0,19593781315,NSE
2023-02-08,BNKX,Bankex Corp,Finance,301.94,302.78,297.73,301.78,543732.0,7322580659,NSE
2023-02-09,BNKX,Bankex Corp,Finance,299.64,309.85,299.26,307.29,283291.0,37290445193,NSE
2023-02-10,BNKX,Bankex Corp,Finance,-309.3,309.67,302.41,304.28,497859.0,11790378618,NSE
2023-02-13,BNKX,Bankex Corp,Finance,304.31,319.12,302.19,315.78,675210.0,19013829902,NSE
2023-02-14,BNKX,Bankex Corp,Finance,315.44,319.41,313.97,318.52,292847.0,32912004696,NSE
2023-02-15,BNKX,Bankex Corp,Finance,318.98,320.19,310.95,311.55,520051.0,36265770781,NSE
2023-02-16,BNKX,Bankex Corp,Finance,312.83,317.8,312.53,317.06,339669.0,12791889596,NSE
2023-02-17,BNKX,Bankex Corp,Finance,315.3,317.67,309.58,312.45,499385.0,14432019706,NSE
2023-02-20,BNKX,Bankex Corp,Finance,311.97,313.97,309.63,312.16,110215.0,31528326252,NSE
2023-02-21,BNKX,Bankex Corp,Finance,313.49,323.01,312.73,321.25,642121.0,24269887038,NSE
2023-02-22,BNKX,Bankex Corp,Finance,321.72,324.73,319.97,324.3,,5701548051,NSE
2023-02-23,BNKX,Bankex Corp,Finance,326.06,330.78,323.35,328.95,200979.0,23617208070,NSE
2023-02-24,BNKX,Bankex Corp,Finance,331.29,331.99,330.18,331.83,370233.0,6478071244,NSE
2023-02-27,BNKX,Bankex Corp,Finance,330.1,334.53,328.35,330.22,734992.0,44509224248,NSE
2023-02-28,BNKX,Bankex Corp,Finance,327.1,333.77,326.68,333.11,398433.0,28000018200,NSE
2023-03-01,BNKX,Bankex Corp,Finance,331.86,334.7,325.73,330.71,182216.0,45291393137,NSE
2023-03-02,BNKX,Bankex Corp,Finance,333.26,337.03,331.11,334.61,275715.0,30462999937,NSE
2023-03-03,BNKX,Bankex Corp,Finance,337.96,340.27,331.91,334.18,174809.0,13929717740,NSE
2023-03-06,BNKX,Bankex Corp,Finance,334.86,335.29,329.06,331.11,844943.0,44803490836,NSE
2023-03-07,BNKX,Bankex Corp,Finance,333.31,338.62,332.59,337.56,480805.0,46866892361,NSE
2023-03-08,BNKX,Bankex Corp,Finance,341.08,343.44,340.18,341.08,124223.0,48957389083,NSE
2023-03-09,BNKX,Bankex Corp,Finance,345.25,345.97,340.36,341.19,320800.0,31486678777,NSE
2023-03-10,BNKX,Bankex Corp,Finance,341.08,343.33,332.51,337.15,675074.0,5231178500,NSE
2023-03-13,BNKX,Bankex Corp,Finance,337.54,340.64,333.41,333.93,208976.0,44781929564,NSE
2023-03-14,BNKX,Bankex Corp,Finance,336.14,338.04,334.96,338.04,424398.0,18869978238,NSE
2023-03-15,BNKX,Bankex Corp,Finance,335.85,341.02,332.76,339.19,652329.0,17191341032,NSE
2023-03-16,BNKX,Bankex Corp,Finance,342.37,347.47,339.69,,440998.0,38776658516,NSE
2023-03-17,BNKX,Bankex Corp,Finance,336.46,337.47,332.27,335.86,675191.0,15500529055,NSE
2023-03-20,BNKX,Bankex Corp,Finance,337.28,339.33,333.85,336.31,726612.0,49910512026,NSE
2023-03-21,BNKX,Bankex Corp,Finance,334.38,341.46,331.2,340.89,770864.0,42106491282,NSE
2023-03-22,BNKX,Bankex Corp,Finance,342.25,343.29,341.02,341.7,193904.0,24077644765,NSE
2023-03-23,BNKX,Bankex Corp,Finance,342.56,344.05,342.23,342.87,100096.0,27060242472,NSE
2023-03-24,BNKX,Bankex Corp,Finance,343.02,343.94,332.55,334.51,615827.0,24228856657,NSE
2023-03-27,BNKX,Bankex Corp,Finance,332.2,335.79,322.74,,342446.0,8422089886,NSE
2023-03-28,BNKX,Bankex Corp,Finance,333.09,341.95,332.73,340.9,558339.0,19580349156,NSE
2023-03-29,BNKX,Bankex Corp,Finance,341.7,342.38,339.31,342.23,496737.0,23127306447,NSE
2023-03-30,BNKX,Bankex Corp,Finance,345.13,355.72,343.08,352.36,743003.0,25120376837,NSE
2023-03-31,BNKX,Bankex Corp,Finance,351.8,352.81,346.48,347.94,532961.0,13883985043,NSE
2023-04-03,BNKX,Bankex Corp,Finance,352.27,357.46,350.22,357.03,574760.0,37739478196,NSE
2023-04-04,BNKX,Bankex Corp,Finance,-359.24,360.88,356.83,356.99,,7297681898,NSE
2023-04-05,BNKX,Bankex Corp,Finance,358.71,362.42,357.11,359.27,849937.0,17920138183,NSE
2023-04-06,BNKX,Bankex Corp,Finance,-359.12,363.07,356.05,358.82,540656.0,38498435721,NSE
2023-04-07,BNKX,Bankex Corp,Finance,359.83,370.33,359.02,365.79,446290.0,5627442454,NSE
2023-04-10,BNKX,Bankex Corp,Finance,366.77,369.44,366.57,369.05,290425.0,25794252901,NSE
2023-04-11,BNKX,Bankex Corp,Finance,369.92,371.28,359.54,359.79,849398.0,31839088983,NSE
2023-04-12,BNKX,Bankex Corp,Finance,359.35,368.88,358.54,367.53,135138.0,35920242117,NSE
2023-04-13,BNKX,Bankex Corp,Finance,371.52,372.62,367.89,368.19,318572.0,32800574044,NSE
2023-04-14,BNKX,Bankex Corp,Finance,369.87,373.29,368.8,370.7,759726.0,8127754456,NSE
2023-04-17,BNKX,Bankex Corp,Finance,369.49,370.34,368.34,369.18,604605.0,24922291757,NSE
2023-04-18,BNKX,Bankex Corp,Finance,365.62,370.39,362.86,369.88,328367.0,13475147558,NSE
2023-04-19,BNKX,Bankex Corp,Finance,370.77,376.11,368.08,375.17,,25591749977,NSE
2023-04-20,BNKX,Bankex Corp,Finance,376.22,380.76,374.05,375.83,144033.0,38031525803,NSE
