trade_date,symbol,company_name,sector,open_price,high_price,low_price,close_price,volume,market_cap,exchange,daily_return,ma_5,ma_20
2023-12-06,ALPH,Alpha Tech,Technology,505.65,512.61,504.12,509.4,758589.0,16803724794,NSE,0.007416196974191635,508.59,503.4755
2023-12-07,ALPH,Alpha Tech,Technology,507.86,509.52,503.71,504.1,327797.0,14021428988,NSE,-0.007403615169534893,506.85599999999994,503.8570000000001
2023-12-08,ALPH,Alpha Tech,Technology,503.57,504.84,493.07,495.55,550246.0,18485467971,NSE,-0.015926286315705824,504.128,504.01399999999995
2023-12-11,ALPH,Alpha Tech,Technology,495.67,499.5,493.06,496.78,729153.0,46752148626,NSE,0.0022393931446324303,502.032,504.2805
2023-12-13,ALPH,Alpha Tech,Technology,491.9,493.51,487.98,489.93,510780.0,49219016394,NSE,-0.004004879040455317,499.15200000000004,504.18100000000004
2023-12-15,ALPH,Alpha Tech,Technology,490.72,490.77,485.14,488.68,112653.0,30713464679,NSE,-0.004157156830779304,495.008,503.5174999999999
2023-12-18,ALPH,Alpha Tech,Technology,487.29,488.34,485.35,485.65,695990.0,28282431599,NSE,-0.0033655523404954816,491.31800000000004,502.7700000000001
2023-12-19,ALPH,Alpha Tech,Technology,484.01,488.49,483.99,488.49,176537.0,43726386088,NSE,0.009256007107291209,489.90600000000006,502.046
2023-12-21,ALPH,Alpha Tech,Technology,487.14,489.83,484.29,485.93,535612.0,11022735645,NSE,-0.0024838855359855063,487.73600000000005,501.2415
2023-12-22,ALPH,Alpha Tech,Technology,484.97,489.0,484.59,488.47,187657.0,10626007253,NSE,0.007216941254098191,487.4440000000001,500.57550000000003
2023-12-25,ALPH,Alpha Tech,Technology,490.17,490.96,489.42,489.62,662445.0,32173185616,NSE,-0.0011220596935757213,487.63199999999995,500.18850000000003
2023-12-26,ALPH,Alpha Tech,Technology,490.16,495.03,487.56,487.82,774396.0,22463831327,NSE,-0.004773951362820369,488.066,499.2975
2023-12-27,ALPH,Alpha Tech,Technology,490.67,496.31,488.2,494.37,160718.0,10344999866,NSE,0.00754070964191817,489.242,498.6825
2023-12-28,ALPH,Alpha Tech,Technology,494.55,496.58,493.92,495.34,157701.0,49278063667,NSE,0.0015974117884945175,491.12399999999997,497.938
2023-12-29,ALPH,Alpha Tech,Technology,496.57,501.67,495.67,501.39,842287.0,13638685065,NSE,0.009706587188110424,493.70799999999997,497.1940000000001
2022-01-03,BNKX,Bankex Corp,Finance,298.57,303.86,293.97,300.97,371840.0,27191936901,NSE,0.008038315972803812,,
2022-01-04,BNKX,Bankex Corp,Finance,299.87,300.89,294.69,294.99,223791.0,26600920636,NSE,-0.016273718611398258,,
2022-01-05,BNKX,Bankex Corp,Finance,294.08,300.54,293.48,299.89,846925.0,47842516060,NSE,0.019756528835690977,,
2022-01-06,BNKX,Bankex Corp,Finance,301.13,303.21,296.43,296.58,158132.0,16024691979,NSE,-0.015109753262710496,,
2022-01-07,BNKX,Bankex Corp,Finance,297.92,301.03,292.0,293.63,701790.0,18380255947,NSE,-0.014399838882921658,297.212,
2022-01-10,BNKX,Bankex Corp,Finance,-294.39,296.13,288.53,290.78,112884.0,6050340486,NSE,-1.9877373552090762,295.174,
2022-01-11,BNKX,Bankex Corp,Finance,288.4,296.77,287.12,294.97,137081.0,19686079349,NSE,0.02278085991678242,295.16999999999996,
2022-01-12,BNKX,Bankex Corp,Finance,294.31,297.81,293.99,296.73,384434.0,12842597393,NSE,0.008222622404947219,294.538,
2022-01-13,BNKX,Bankex Corp,Finance,296.81,298.29,291.77,292.8,155230.0,18655180024,NSE,-0.01351032647148004,293.782,
2022-01-14,BNKX,Bankex Corp,Finance,292.34,297.47,287.98,288.36,172274.0,38831419766,NSE,-0.013614284736949995,292.728,
2022-01-17,BNKX,Bankex Corp,Finance,293.19,296.37,292.66,296.33,190581.0,37440280519,NSE,0.010709778641836306,293.838,
2022-01-19,BNKX,Bankex Corp,Finance,297.76,301.51,297.72,300.63,304915.0,21303582222,NSE,0.009638635142396577,294.97,
2022-01-24,BNKX,Bankex Corp,Finance,311.07,311.62,310.59,311.28,422448.0,18331359530,NSE,0.0006750892082167344,297.88,
2022-01-25,BNKX,Bankex Corp,Finance,310.83,319.99,309.17,316.79,162804.0,10496807691,NSE,0.019174468358910134,302.678,
2022-01-27,BNKX,Bankex Corp,Finance,316.83,320.27,315.6,317.75,239999.0,10988693206,NSE,0.0029037654262538772,308.556,
2022-01-28,BNKX,Bankex Corp,Finance,317.0,319.57,314.62,315.73,237057.0,23196796042,NSE,-0.004006309148264927,312.43600000000004,
2022-01-31,BNKX,Bankex Corp,Finance,313.51,315.49,311.23,314.5,834764.0,27876076312,NSE,0.0031577940097604834,315.21,
2022-02-01,BNKX,Bankex Corp,Finance,317.66,319.28,311.08,313.6,242723.0,11806269196,NSE,-0.012780960775672109,315.674,
2022-02-02,BNKX,Bankex Corp,Finance,313.13,316.97,312.98,314.99,526259.0,39878298700,NSE,0.005940024909781924,315.314,
2022-02-03,BNKX,Bankex Corp,Finance,314.35,316.63,310.18,314.96,585854.0,9809992120,NSE,0.0019405121679655058,314.756,303.313
2022-02-04,BNKX,Bankex Corp,Finance,311.75,316.53,311.73,312.49,830729.0,7591164476,NSE,0.0023736968724940148,314.108,303.889
2022-02-07,BNKX,Bankex Corp,Finance,312.11,312.47,307.93,310.68,845702.0,32297707295,NSE,-0.004581717984044108,313.344,304.6735
2022-02-08,BNKX,Bankex Corp,Finance,306.25,315.23,305.72,312.39,282313.0,41301927590,NSE,0.02004897959183669,313.102,305.2985
2022-02-09,BNKX,Bankex Corp,Finance,311.53,317.08,310.6,313.88,246583.0,5521637779,NSE,0.007543414759413293,312.88,306.1635
2022-02-10,BNKX,Bankex Corp,Finance,317.93,318.31,311.15,312.48,307757.0,34307454152,NSE,-0.017142138206523414,312.384,307.106
2022-02-11,BNKX,Bankex Corp,Finance,313.33,314.69,312.35,313.41,710610.0,24697230068,NSE,0.0002553218651263554,312.56800000000004,308.2375
2022-02-14,BNKX,Bankex Corp,Finance,317.01,318.45,313.66,316.25,307356.0,9848122786,NSE,-0.002397400712911236,313.682,309.3015
2022-02-15,BNKX,Bankex Corp,Finance,314.34,319.2,313.63,316.23,144770.0,39111835708,NSE,0.006012597824012354,314.45,310.2765
2022-02-18,BNKX,Bankex Corp,Finance,315.35,319.55,314.6,315.09,743937.0,46314048686,NSE,-0.000824480735690654,314.692,311.39099999999996
2022-02-21,BNKX,Bankex Corp,Finance,314.37,315.86,311.42,311.78,677438.0,7057422183,NSE,-0.008238699621465253,314.552,312.562
2022-02-22,BNKX,Bankex Corp,Finance,310.48,318.61,309.28,315.77,773870.0,20143256079,NSE,0.017038134501417043,315.024,313.534
2022-02-23,BNKX,Bankex Corp,Finance,312.04,317.44,310.45,316.07,501078.0,36607145840,NSE,0.012915010896038881,314.98799999999994,314.306
2022-02-24,BNKX,Bankex Corp,Finance,312.13,318.12,310.66,315.7,626797.0,32151084243,NSE,0.011437542049786927,314.88199999999995,314.52700000000004
2022-02-25,BNKX,Bankex Corp,Finance,-315.72,316.54,310.54,311.91,130726.0,25523665663,NSE,-1.9879323451159256,314.246,314.283
2022-03-01,BNKX,Bankex Corp,Finance,315.14,317.36,312.48,315.56,379473.0,8165649201,NSE,0.0013327410039982736,315.002,314.1735
2022-03-02,BNKX,Bankex Corp,Finance,315.18,319.12,312.16,318.87,507290.0,17220130722,NSE,0.011707595659623066,315.622,314.3305
2022-03-03,BNKX,Bankex Corp,Finance,315.97,318.47,315.19,315.92,831514.0,7540741595,NSE,-0.00015824287115869028,315.592,314.4015
2022-03-04,BNKX,Bankex Corp,Finance,317.69,322.9,315.61,316.01,249005.0,41473836061,NSE,-0.005288174006106604,315.654,314.522
2022-03-07,BNKX,Bankex Corp,Finance,316.88,320.97,314.74,318.5,343923.0,20469023893,NSE,0.005112345367331497,316.972,314.6975
2022-03-09,BNKX,Bankex Corp,Finance,317.49,318.19,316.19,317.17,439307.0,5255790920,NSE,-0.0010079057608113427,317.294,314.808
2022-03-10,BNKX,Bankex Corp,Finance,315.81,318.12,313.64,315.95,216308.0,42995346102,NSE,0.0004433045185395851,316.71,314.981
2022-03-11,BNKX,Bankex Corp,Finance,317.31,318.64,311.79,312.71,794303.0,45353775664,NSE,-0.014496864265229658,316.06800000000004,315.0825
2022-03-14,BNKX,Bankex Corp,Finance,309.26,311.65,304.59,306.55,265154.0,14952656390,NSE,-0.00876285326262685,314.17600000000004,314.7905
2022-03-15,BNKX,Bankex Corp,Finance,305.62,309.04,305.12,307.47,743520.0,29854940498,NSE,0.006053268765133246,311.97,314.47
2022-03-16,BNKX,Bankex Corp,Finance,306.28,315.44,304.32,311.97,421727.0,14854876620,NSE,0.01857777197335789,310.93,314.44449999999995
2022-03-17,BNKX,Bankex Corp,Finance,-312.14,313.8,307.86,308.9,700660.0,47800139123,NSE,-1.9896200422887165,309.52,314.219
2022-03-21,BNKX,Bankex Corp,Finance,311.01,311.78,306.51,307.02,881549.0,18219078857,NSE,-0.012829169480081056,308.38199999999995,313.7575
2022-03-22,BNKX,Bankex Corp,Finance,311.01,324.66,310.64,323.45,193035.0,36506804048,NSE,0.03999871386772129,311.762,314.11850000000004
2022-03-24,BNKX,Bankex Corp,Finance,323.91,327.23,323.06,325.9,534130.0,28101394620,NSE,0.006143681886943756,315.448,314.659
2022-03-25,BNKX,Bankex Corp,Finance,327.58,328.69,322.91,325.11,706135.0,20836233360,NSE,-0.007540142865864737,318.07599999999996,315.3255
2022-03-28,BNKX,Bankex Corp,Finance,325.99,330.02,322.64,329.1,409234.0,26561070845,NSE,0.00954016994386335,322.116,315.992
2022-03-29,BNKX,Bankex Corp,Finance,329.09,333.95,328.32,331.76,493696.0,39681871305,NSE,0.008113282080889775,327.064,316.77650000000006
2022-03-30,BNKX,Bankex Corp,Finance,333.16,337.14,333.01,336.55,743453.0,38901148269,NSE,0.010175291151398686,329.684,317.81899999999996
2022-03-31,BNKX,Bankex Corp,Finance,333.52,335.3,330.94,332.09,736818.0,34591264987,NSE,-0.00428759894459105,330.92199999999997,318.828
2022-04-01,BNKX,Bankex Corp,Finance,333.09,333.3,331.77,333.29,299212.0,24499690245,NSE,0.0006004383199737172,332.558,319.7145
2022-04-04,BNKX,Bankex Corp,Finance,334.69,337.35,333.63,336.37,511987.0,41815471001,NSE,0.005019570348680889,334.01200000000006,320.5895
2022-04-05,BNKX,Bankex Corp,Finance,332.06,337.41,330.34,336.45,548377.0,22556230115,NSE,0.013220502318857996,334.95,321.61600000000004
2022-04-06,BNKX,Bankex Corp,Finance,337.84,339.96,335.04,336.27,201698.0,17995435848,NSE,-0.004647170258110328,334.89399999999995,322.629
2022-04-07,BNKX,Bankex Corp,Finance,337.64,340.06,331.65,332.17,221119.0,36771880339,NSE,-0.01620068712237878,334.90999999999997,323.3125
2022-04-08,BNKX,Bankex Corp,Finance,331.44,335.56,330.62,332.01,670557.0,15254350890,NSE,0.0017197682838522605,334.654,324.0545
2022-04-11,BNKX,Bankex Corp,Finance,329.95,333.0,322.31,324.54,146784.0,36195618648,NSE,-0.016396423700560596,332.288,324.48400000000004
2022-04-12,BNKX,Bankex Corp,Finance,323.28,330.49,319.87,329.42,164633.0,9710301906,NSE,0.018992823558525253,330.882,325.3195
2022-04-13,BNKX,Bankex Corp,Finance,327.18,332.44,326.09,332.13,893202.0,20417757687,NSE,0.015129286631212142,330.054,326.5985
2022-04-14,BNKX,Bankex Corp,Finance,332.45,336.69,329.55,334.45,538967.0,43507077780,NSE,0.00601594224695443,330.51000000000005,327.9475
2022-04-15,BNKX,Bankex Corp,Finance,333.73,334.56,327.91,328.43,347088.0,24225400124,NSE,-0.01588110148922785,329.794,328.7705
2022-04-18,BNKX,Bankex Corp,Finance,326.5,327.19,322.58,322.67,626491.0,47875605244,NSE,-0.011730474732006077,329.41999999999996,329.459
2022-04-19,BNKX,Bankex Corp,Finance,322.74,323.2,317.86,319.71,275284.0,22060318266,NSE,-0.009388362149098438,327.478,330.0935
2022-04-20,BNKX,Bankex Corp,Finance,321.49,329.32,319.63,325.63,816308.0,19754901642,NSE,0.012877538959221084,326.178,330.2025
2022-04-21,BNKX,Bankex Corp,Finance,322.63,322.8,317.13,320.03,370413.0,12762481957,NSE,-0.008058767008647747,323.294,329.909
2022-04-22,BNKX,Bankex Corp,Finance,318.19,318.6,314.04,314.17,389617.0,37296814804,NSE,-0.012633960841006889,320.442,329.36199999999997
2022-04-25,BNKX,Bankex Corp,Finance,-312.73,314.53,312.19,313.44,716118.0,11097109089,NSE,-2.0022703290378283,318.596,328.579
2022-04-26,BNKX,Bankex Corp,Finance,316.78,324.75,315.13,322.15,895216.0,44108403758,NSE,0.01695182776690449,319.08399999999995,328.09849999999994
2022-04-27,BNKX,Bankex Corp,Finance,323.77,325.41,316.1,319.18,460572.0,34540327918,NSE,-0.014176730395033435,317.794,327.23
2022-04-28,BNKX,Bankex Corp,Finance,316.93,318.97,312.72,313.26,596025.0,13750848419,NSE,-0.011579844129618577,316.44,326.2885
2022-04-29,BNKX,Bankex Corp,Finance,314.36,316.51,311.71,315.73,827356.0,6725373847,NSE,0.004358060821987544,316.752,325.4105
2022-05-02,BNKX,Bankex Corp,Finance,317.82,322.96,317.73,322.5,151685.0,38267742170,NSE,0.01472531621672647,318.56399999999996,324.717
2022-05-04,BNKX,Bankex Corp,Finance,323.74,324.87,320.37,322.41,202988.0,14569004229,NSE,-0.004108235003397739,318.61600000000004,324.015
2022-05-05,BNKX,Bankex Corp,Finance,322.36,322.81,320.92,321.66,436454.0,45444730901,NSE,-0.0021714852959423894,319.11199999999997,323.28450000000004
2022-05-06,BNKX,Bankex Corp,Finance,321.4,325.58,318.19,324.7,526949.0,38247104767,NSE,0.010267579340385849,321.4,322.911
2022-05-09,BNKX,Bankex Corp,Finance,328.2,336.31,326.82,333.73,640299.0,16989359961,NSE,0.0168494820231567,325.0,322.99699999999996
2022-05-10,BNKX,Bankex Corp,Finance,332.72,334.37,332.25,333.78,649753.0,47431410388,NSE,0.0031858619860541757,327.256,323.459
2022-05-12,BNKX,Bankex Corp,Finance,333.64,335.01,327.8,330.78,387286.0,41353541473,NSE,-0.008572113655437039,328.92999999999995,323.527
2022-05-13,BNKX,Bankex Corp,Finance,329.62,331.58,328.68,330.58,353690.0,36664503629,NSE,0.002912444633213942,330.71399999999994,323.4495
2022-05-16,BNKX,Bankex Corp,Finance,330.73,334.66,328.25,333.7,715388.0,28842796793,NSE,0.008980134853203429,332.514,323.412
2022-05-17,BNKX,Bankex Corp,Finance,335.44,340.51,335.36,338.99,822312.0,22568099547,NSE,0.010583114715001226,333.566,323.93999999999994
2022-05-19,BNKX,Bankex Corp,Finance,337.41,338.02,330.45,331.89,529399.0,7204526134,NSE,-0.01635991820040911,333.188,324.40099999999995
2022-05-20,BNKX,Bankex Corp,Finance,331.43,339.92,330.04,337.24,597126.0,17504863615,NSE,0.01753009685303081,334.48,325.27750000000003
2022-05-24,BNKX,Bankex Corp,Finance,341.81,346.02,341.72,345.25,773962.0,31952545675,NSE,0.010064070682542926,337.41400000000004,326.2585
2022-05-25,BNKX,Bankex Corp,Finance,345.3,345.33,336.24,337.62,328808.0,24184321919,NSE,-0.022241529105125998,338.198,327.138
2022-05-26,BNKX,Bankex Corp,Finance,336.63,344.92,335.01,342.41,207282.0,39391295960,NSE,0.01717018685203348,338.882,328.55
2022-05-27,BNKX,Bankex Corp,Finance,341.85,343.43,340.05,340.73,688730.0,46435018899,NSE,-0.003276290770805922,340.65,329.9145
2022-05-30,BNKX,Bankex Corp,Finance,341.87,346.41,340.65,345.74,166938.0,49137159478,NSE,0.011320092432796105,342.35,331.094
2022-05-31,BNKX,Bankex Corp,Finance,343.57,349.47,337.78,340.27,783112.0,19168199955,NSE,-0.009605029542742415,341.354,332.1485
2022-06-01,BNKX,Bankex Corp,Finance,337.57,338.53,331.19,332.28,729180.0,49685262495,NSE,-0.015670823829131795,340.286,333.0995
2022-06-03,BNKX,Bankex Corp,Finance,332.53,332.99,321.95,323.65,711344.0,27290515898,NSE,-0.026704357501578794,336.534,333.4955
2022-06-06,BNKX,Bankex Corp,Finance,324.0,336.68,323.38,335.94,598844.0,29360489606,NSE,0.036851851851851844,335.57599999999996,334.1675
2022-06-07,BNKX,Bankex Corp,Finance,337.79,340.56,336.57,339.72,685365.0,22957841770,NSE,0.005713609047041081,334.37199999999996,335.033
2022-06-08,BNKX,Bankex Corp,Finance,343.83,344.78,337.46,339.31,686187.0,49391203402,NSE,-0.01314603146903988,334.18,335.91549999999995
2022-06-09,BNKX,Bankex Corp,Finance,340.42,341.25,336.15,336.74,422002.0,30283800540,NSE,-0.010810175665354582,335.072,336.5175
2022-06-10,BNKX,Bankex Corp,Finance,338.7,344.86,338.59,342.37,223502.0,7020939193,NSE,0.01083554768231478,338.816,336.9495
2022-06-13,BNKX,Bankex Corp,Finance,340.95,341.38,335.3,335.92,174675.0,40195297646,NSE,-0.014752896319108293,338.812,337.05649999999997
2022-06-14,BNKX,Bankex Corp,Finance,340.77,345.26,339.64,342.5,533174.0,17258866473,NSE,0.005076737975760831,339.36800000000005,337.6425
2022-06-15,BNKX,Bankex Corp,Finance,344.54,356.07,340.79,352.9,697062.0,39302397370,NSE,0.02426423637313507,342.086,338.7585
2022-06-16,BNKX,Bankex Corp,Finance,356.64,359.94,355.57,358.2,184736.0,28568980271,NSE,0.004374158815612389,346.37800000000004,339.9835
2022-06-17,BNKX,Bankex Corp,Finance,352.93,353.6,351.08,352.94,104942.0,24121423020,NSE,2.833423058394272e-05,348.492,340.681
2022-06-20,BNKX,Bankex Corp,Finance,350.91,353.11,350.4,351.26,266131.0,13968069304,NSE,0.0009974067424694819,351.56,341.6495
2022-06-21,BNKX,Bankex Corp,Finance,349.47,351.46,346.53,347.83,600590.0,6646331504,NSE,-0.004692820556843343,352.626,342.179
2022-06-24,BNKX,Bankex Corp,Finance,349.96,354.51,346.44,353.95,427252.0,9848720895,NSE,0.011401303006057862,352.836,342.614
2022-06-27,BNKX,Bankex Corp,Finance,354.69,356.36,352.25,356.25,147939.0,36313866943,NSE,0.004398206884885399,352.446,343.5455
2022-06-28,BNKX,Bankex Corp,Finance,358.44,361.08,355.53,355.94,820141.0,17865456062,NSE,-0.006974668005802924,353.046,344.22200000000004
2022-06-29,BNKX,Bankex Corp,Finance,354.34,356.81,353.17,354.09,297579.0,34257352953,NSE,-0.0007055370548061184,353.61199999999997,344.89
2022-07-01,BNKX,Bankex Corp,Finance,352.87,356.12,351.89,353.72,782141.0,8402160254,NSE,0.0024088191118542884,354.79,345.289
2022-07-04,BNKX,Bankex Corp,Finance,349.96,353.71,347.58,352.44,753404.0,43863385067,NSE,0.007086524174191388,354.488,345.8975
2022-07-05,BNKX,Bankex Corp,Finance,351.19,352.4,346.05,350.46,120700.0,31267117310,NSE,-0.0020786468863009146,353.33,346.8065
2022-07-06,BNKX,Bankex Corp,Finance,352.25,358.65,349.97,357.35,835962.0,18542577776,NSE,0.014478353442157622,353.612,348.4915
2022-07-07,BNKX,Bankex Corp,Finance,356.95,358.14,355.58,356.92,793805.0,48383378101,NSE,-8.404538450755768e-05,354.178,349.54049999999995
2022-07-08,BNKX,Bankex Corp,Finance,355.45,356.69,352.54,355.78,539170.0,39810341583,NSE,0.0009284006189337012,354.59,350.3435
2022-07-11,BNKX,Bankex Corp,Finance,357.19,360.51,354.37,360.35,211425.0,20022674886,NSE,0.008846832218147275,356.17199999999997,351.39549999999997
2022-07-12,BNKX,Bankex Corp,Finance,361.17,363.97,356.32,357.72,311469.0,23939758797,NSE,-0.009552288396046152,357.624,352.4445
2022-07-13,BNKX,Bankex Corp,Finance,356.83,357.43,353.99,354.92,821634.0,39072509614,NSE,-0.005352688955524951,357.13800000000003,353.072
2022-07-14,BNKX,Bankex Corp,Finance,-355.31,359.96,353.17,356.56,215795.0,47242000489,NSE,-2.0035180546564972,357.066,354.104
2022-07-15,BNKX,Bankex Corp,Finance,356.94,362.77,356.14,360.7,636561.0,12402703627,NSE,0.010533983302515804,358.05000000000007,355.014
2022-07-18,BNKX,Bankex Corp,Finance,364.32,366.02,362.15,363.45,410401.0,36199179421,NSE,-0.0023880105401844656,358.66999999999996,355.5415
2022-07-20,BNKX,Bankex Corp,Finance,363.48,368.91,360.44,367.09,148118.0,48544072566,NSE,0.009931770661384277,360.544,355.986
2022-07-21,BNKX,Bankex Corp,Finance,368.11,373.55,366.4,372.23,752011.0,12443470159,NSE,0.011192306647469518,364.006,356.95050000000003
2022-07-22,BNKX,Bankex Corp,Finance,370.05,373.95,368.94,373.61,519692.0,39197860744,NSE,0.00962032157816512,367.416,358.06800000000004
2022-07-25,BNKX,Bankex Corp,Finance,371.26,372.45,365.78,367.68,542226.0,17012635078,NSE,-0.009642837903356096,368.812,359.0605
2022-07-26,BNKX,Bankex Corp,Finance,368.61,370.3,360.67,363.14,267138.0,31215248188,NSE,-0.01483953229700775,368.75,359.52000000000004
2022-07-27,BNKX,Bankex Corp,Finance,364.24,368.14,363.08,366.74,559447.0,44433213828,NSE,0.0068636064133538325,368.68,360.0445
2022-07-29,BNKX,Bankex Corp,Finance,365.81,366.0,359.02,359.55,148205.0,22451895425,NSE,-0.01711270878324811,366.144,360.225
2022-08-01,BNKX,Bankex Corp,Finance,-360.91,361.57,358.24,359.7,650311.0,20311610913,NSE,-1.9966473636086557,363.36199999999997,360.5055
2022-08-02,BNKX,Bankex Corp,Finance,360.37,362.57,357.3,361.63,648513.0,11950283660,NSE,0.003496406471126872,362.152,360.901
2022-08-03,BNKX,Bankex Corp,Finance,363.15,367.63,362.66,365.6,795951.0,15242967076,NSE,0.006746523475148136,362.64399999999995,361.559
2022-08-04,BNKX,Bankex Corp,Finance,365.52,366.19,362.12,364.98,157216.0,47999687273,NSE,-0.001477347340774687,362.29200000000003,362.28499999999997
2022-08-05,BNKX,Bankex Corp,Finance,367.15,368.39,359.24,361.9,619920.0,17324046314,NSE,-0.014299332697807437,362.762,362.5125
2022-08-08,BNKX,Bankex Corp,Finance,362.67,371.06,360.62,367.03,391668.0,39575993032,NSE,0.012021948327680693,364.228,363.01800000000003
2022-08-09,BNKX,Bankex Corp,Finance,367.53,372.0,367.48,371.71,346415.0,35403345904,NSE,0.011373221233640811,366.244,363.8145
2022-08-10,BNKX,Bankex Corp,Finance,371.01,378.9,367.95,377.26,622669.0,28394979451,NSE,0.016845907118406514,368.57599999999996,364.65999999999997
2022-08-11,BNKX,Bankex Corp,Finance,378.26,379.0,368.47,372.67,207629.0,32502563914,NSE,-0.014778194892401985,370.11400000000003,365.40749999999997
2022-08-15,BNKX,Bankex Corp,Finance,376.57,378.69,371.59,374.55,786393.0,37948731542,NSE,-0.005364208513689306,372.644,366.389
2022-08-16,BNKX,Bankex Corp,Finance,378.48,380.51,375.79,378.49,333746.0,38691086864,NSE,2.642147537516092e-05,374.93600000000004,367.48549999999994
2022-08-17,BNKX,Bankex Corp,Finance,377.01,379.47,371.7,375.07,851470.0,29297348139,NSE,-0.005145752102066252,375.608,368.204
2022-08-18,BNKX,Bankex Corp,Finance,376.19,380.17,371.61,372.67,332518.0,26484272313,NSE,-0.009356973869587129,374.69,368.665
2022-08-19,BNKX,Bankex Corp,Finance,372.0,376.48,370.29,373.37,674295.0,28716745353,NSE,0.0036827956989247436,374.83000000000004,368.979
2022-08-22,BNKX,Bankex Corp,Finance,374.2,376.14,373.08,376.05,247271.0,11052514125,NSE,0.004943880277926304,375.13,369.17
2022-08-23,BNKX,Bankex Corp,Finance,370.99,371.48,367.51,369.81,511981.0,35990720954,NSE,-0.00318067872449394,373.394,368.97999999999996
2022-08-24,BNKX,Bankex Corp,Finance,370.58,374.09,366.62,369.76,893928.0,6780136605,NSE,-0.002212747584866947,372.332,369.084
2022-08-25,BNKX,Bankex Corp,Finance,368.83,368.98,367.32,368.23,572388.0,49914138937,NSE,-0.001626765718623664,371.444,369.33849999999995
2022-08-26,BNKX,Bankex Corp,Finance,368.62,370.88,364.34,365.58,104548.0,39568351825,NSE,-0.008246975204818026,369.886,369.2805
2022-08-29,BNKX,Bankex Corp,Finance,366.84,368.63,362.36,363.63,633025.0,17499134312,NSE,-0.008750408897611982,367.40200000000004,369.48449999999997
2022-08-30,BNKX,Bankex Corp,Finance,364.13,367.48,363.22,367.41,208584.0,49613567234,NSE,0.009007771949578528,366.92199999999997,369.87
2022-08-31,BNKX,Bankex Corp,Finance,366.38,366.79,364.1,365.6,503348.0,23246046676,NSE,-0.002128937169059372,366.09000000000003,370.0685
2022-09-01,BNKX,Bankex Corp,Finance,365.24,366.22,358.48,359.05,239850.0,31363282389,NSE,-0.016947760376738577,364.254,369.741
2022-09-02,BNKX,Bankex Corp,Finance,358.54,358.66,356.61,357.57,835570.0,18818381066,NSE,-0.0027054164110002434,362.652,369.3705
2022-09-05,BNKX,Bankex Corp,Finance,359.32,361.72,354.64,356.72,805034.0,40123438098,NSE,-0.007235890014471685,361.27000000000004,369.11150000000004
2022-09-06,BNKX,Bankex Corp,Finance,355.74,357.28,351.74,354.34,897730.0,40872588220,NSE,-0.003935458480913122,358.65600000000006,368.477
2022-09-07,BNKX,Bankex Corp,Finance,353.42,355.34,352.31,354.15,537757.0,24472964273,NSE,0.0020655310961461186,356.366,367.599
2022-09-09,BNKX,Bankex Corp,Finance,350.76,351.48,343.02,343.62,379947.0,49180677372,NSE,-0.02035579883681146,353.28000000000003,365.91700000000003
2022-09-12,BNKX,Bankex Corp,Finance,343.99,355.46,341.98,354.76,409477.0,7324316421,NSE,0.03130904968167674,352.718,365.0215
2022-09-13,BNKX,Bankex Corp,Finance,354.57,354.73,345.8,347.46,808340.0,42535834392,NSE,-0.02005245790676034,350.866,363.66700000000003
2022-09-14,BNKX,Bankex Corp,Finance,349.3,349.53,345.83,347.1,349136.0,25169718332,NSE,-0.006298310907529312,349.418,362.0975
2022-09-15,BNKX,Bankex Corp,Finance,350.57,354.24,347.66,349.29,536801.0,7371357111,NSE,-0.0036511966226430463,348.446,360.8085
2022-09-19,BNKX,Bankex Corp,Finance,348.73,352.21,345.92,352.11,891787.0,41886834162,NSE,0.009692312103919925,350.14400000000006,359.78049999999996
2022-09-20,BNKX,Bankex Corp,Finance,352.01,361.32,351.88,358.82,302897.0,36328254766,NSE,0.019346041305644733,350.956,359.053
2022-09-21,BNKX,Bankex Corp,Finance,360.73,364.14,357.41,359.26,282237.0,42516880729,NSE,-0.004075069996950703,353.31600000000003,358.21349999999995
2022-09-22,BNKX,Bankex Corp,Finance,362.39,362.87,360.69,361.29,377075.0,14148566093,NSE,-0.0030354038466844173,356.154,357.7875
2022-09-23,BNKX,Bankex Corp,Finance,365.1,376.04,364.78,371.6,844163.0,17616442612,NSE,0.017803341550260202,360.616,357.8795
2022-09-27,BNKX,Bankex Corp,Finance,372.04,373.21,365.97,367.65,842057.0,40724932396,NSE,-0.011799806472422436,363.724,357.8505
2022-09-28,BNKX,Bankex Corp,Finance,366.43,367.53,362.61,364.28,629678.0,31454294826,NSE,-0.005867423518816784,364.816,357.78550000000007
2022-09-29,BNKX,Bankex Corp,Finance,362.07,365.38,361.04,362.95,323717.0,29323836380,NSE,0.0024304692462783313,365.554,357.7515
2022-09-30,BNKX,Bankex Corp,Finance,361.51,363.87,360.2,360.59,748314.0,37343246493,NSE,-0.0025448811927747945,365.414,357.41049999999996
2022-10-03,BNKX,Bankex Corp,Finance,359.53,363.67,358.16,361.46,109231.0,48442399982,NSE,0.005368119489333315,363.38599999999997,357.20349999999996
2022-10-04,BNKX,Bankex Corp,Finance,362.28,363.96,359.28,361.05,751303.0,48120944444,NSE,-0.0033951639615765745,362.066,357.3035
